field_id	title	availability	stability	private	value_type	base_type	item_type	strata	instanced	arrayed	sexed	units	main_category	encoding_id	instance_id	instance_min	instance_max	array_min	array_max	notes	debut	version	num_participants	item_count	showcase_order	tier
23098	Weight	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Weight of person taken during impedance measurement.<p>0.1 increments. Range 0 - 200Kg.	2012-01-10	2021-04-26	493067	562477	100	0
23099	Body fat percentage	0	0	0	31	0	0	3	1	0	0	percent	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Body fat percentage<p>Body fat percentage. Range 1% - 75% in 0.1% increments.	2012-01-10	2021-04-26	492814	562174	280	0
23100	Whole body fat mass	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Fat mass<p>Total fat mass in Kg, in 0.1Kg increments.	2012-01-10	2021-04-26	492284	561566	290	0
23101	Whole body fat-free mass	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Fat free mass<p>Fat free mass in Kg. Increment in 0.1 Kg	2012-01-10	2021-04-26	493020	562426	300	0
23102	Whole body water mass	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Body water mass<p>Units in Kg. Increments in 0.1 Kg.	2012-01-10	2021-04-26	493064	562472	310	0
23104	Body mass index (BMI)	0	0	0	31	0	0	3	1	0	0	Kg/m2	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Body Mass Index.<p>Increments of 0.1 .	2012-01-10	2021-04-26	493061	562469	110	0
23105	Basal metabolic rate	0	0	0	31	0	0	3	1	0	0	KJ	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Basal metabolic rate<p>Return value in Kilo- Joules.	2012-01-10	2021-04-26	493051	562458	270	0
23106	Impedance of whole body	0	0	0	31	0	0	3	1	0	0	ohms	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Impedance of whole body. is Range 150 - 1200ohms in 1ohm increments.	2012-01-10	2021-04-26	493013	562413	380	0
23107	Impedance of leg (right)	0	0	0	31	0	0	3	1	0	0	ohms	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Impedance of right leg, oh<p>Measured impedance of right leg. Range 150 - 1200 (ohms) in 1 (ohms) increments.	2012-01-10	2021-04-26	493040	562447	420	0
23108	Impedance of leg (left)	0	0	0	31	0	0	3	1	0	0	ohms	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Impedance of left leg, ohm<p>Measured impedance of left leg. Range 150 - 1200 (ohms) in 1 (ohms) increments.	2012-01-10	2021-04-26	493036	562441	410	0
23109	Impedance of arm (right)	0	0	0	31	0	0	3	1	0	0	ohms	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Impedance of right arm, oh<p>Measured impedance of right arm. Range 150 - 1200 (ohms) in 1 (ohms) increments.	2012-01-10	2021-04-26	493007	562409	400	0
23110	Impedance of arm (left)	0	0	0	31	0	0	3	1	0	0	ohms	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Impedance of left arm, ohm<p>Measured impedance of left arm. Range 150 - 1200 (ohms) in 1 (ohms) increments.	2012-01-10	2021-04-26	493029	562433	390	0
23111	Leg fat percentage (right)	0	0	0	31	0	0	3	1	0	0	percent	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right leg fat percentages<p>Range 1-75% in 0.1% increments.	2012-01-10	2021-04-26	493033	562438	330	0
23112	Leg fat mass (right)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right leg fat mass<p>Right leg fat mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	493025	562429	350	0
23113	Leg fat-free mass (right)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right leg fat free mass.<p>Right leg fat free mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	493016	562417	120	0
23114	Leg predicted mass (right)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right leg predicted mass.<p>in Kg, 0.1 increments.	2012-01-10	2021-04-26	493015	562416	140	0
23115	Leg fat percentage (left)	0	0	0	31	0	0	3	1	0	0	percent	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left leg fat percentage<p>Range 1-75% in 0.1% increments.	2012-01-10	2021-04-26	493006	562406	320	0
23116	Leg fat mass (left)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left leg fat mass<p>Left leg free mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	493001	562401	340	0
23117	Leg fat-free mass (left)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left leg fat free mass.<p>Left leg fat free mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	492988	562382	360	0
23118	Leg predicted mass (left)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left leg predicted mass.<p>in Kg, 0.1 increments.	2012-01-10	2021-04-26	492982	562376	130	0
23119	Arm fat percentage (right)	0	0	0	31	0	0	3	1	0	0	percent	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right arm fat percentage<p>Range 1-75% in 0.1% increments.	2012-01-10	2021-04-26	492972	562364	160	0
23120	Arm fat mass (right)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right arm fat mass.<p>Right arm fat mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	492940	562329	180	0
23121	Arm fat-free mass (right)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right arm fat free mass<p>Right arm fat free mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	492941	562326	190	0
23122	Arm predicted mass (right)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Right Arm predicted mass<p>in Kg, 0.1 increments.	2012-01-10	2021-04-26	492933	562318	220	0
23123	Arm fat percentage (left)	0	0	0	31	0	0	3	1	0	0	percent	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left arm fat percentage<p>Range 1-75% in 0.1% increments.	2012-01-10	2021-04-26	492912	562295	150	0
23124	Arm fat mass (left)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left arm fat mass.<p>Left arm fat mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	492874	562251	170	0
23125	Arm fat-free mass (left)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left arm fat free mass<p>Left arm fat free mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	492859	562237	200	0
23126	Arm predicted mass (left)	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Left arm predicted mass.<p>in Kg, 0.1 increments.	2012-01-10	2021-04-26	492842	562218	210	0
23127	Trunk fat percentage	0	0	0	31	0	0	3	1	0	0	percent	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Trunk fat percentages<p>Range 1-75% in 0.1% increments.	2012-01-10	2021-04-26	492813	562175	230	0
23128	Trunk fat mass	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Trunk fat mass<p>Trunk fat mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	492791	562148	240	0
23129	Trunk fat-free mass	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Trunk fat free mass.<p>Trunk fat free mass in Kg, 0.1 increments.	2012-01-10	2021-04-26	492721	562064	250	0
23130	Trunk predicted mass	0	0	0	31	0	0	3	1	0	0	Kg	100009	0	2	0	3	0	0	Body composition estimation by impedance measurement. Trunk predicted mass<p>in Kg, 0.1 increments.	2012-01-10	2021-04-26	492680	562010	260	0
23141	Exome OQFE variant call files (VCFs)	1	2	1	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome FE variant call files (VCFs) <p> Supercedes SPB and FE pipelines. <p> Total size of files is approximately 8TB for 200,000 participants.	2020-07-05	2020-09-20	200625	200625	120	0
23142	Exome OQFE variant call file (VCF) indices	1	2	1	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome FE variant calls indices <p> Supercedes SPB and FE pipelines.	2020-07-05	2020-09-20	200625	200625	130	0
23143	Exome OQFE CRAM files	1	2	1	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome OQFE CRAM files <p> Supercedes SPB and FE pipelines. <p> Total size of files is approximately 175TB for 200,000 participants.	2020-07-05	2020-08-24	200624	200624	140	0
23144	Exome OQFE CRAM indices	1	2	1	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome OQFE CRAM indices <p> Supercedes SPB and FE pipelines.	2020-07-05	2020-08-24	200625	200625	150	0
23145	Population level exome OQFE variants, PLINK format	1	2	1	11	0	30	3	0	0	0	blocks	170	0	0	0	0	0	0	Population level exome OQFE variants, PLINK format Total size of files is approximately 1TB for 200,000 participants. <p> Data can be retrieved using the gfetch utility. Use command <p> gfetch 23155 -cP <p> where P is the chromosome. To fetch the corresponding Application-specific fam file use the command <p> gfetch 23155 -cP -m	2020-09-28	2020-10-20	200625	200625	100	0
23146	Population level exome OQFE variants, pVCF format	1	2	1	11	0	30	3	0	0	0	blocks	170	0	0	0	0	0	0	Population level exome OQFE variants, pVCF format Total size of files is approximately 7TB for 200,000 participants. <p> Data can be retrieved using the gfetch utility. See ~R837~ to identify which file houses particular loci (chromosomes are split across multiple blocks). Use command <p> gfetch 23156 -cP -bQ <p> where P is the chromosome and Q is the block index.	2020-09-28	2020-10-20	200625	200625	110	0
23151	Exome OQFE variant call files (VCFs) - interim 200k release	0	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome FE variant call files (VCFs) <p> Supercedes SPB and FE pipelines. <p> Total size of files is approximately 8TB for 200,000 participants.	2020-07-05	2020-09-20	200624	200624	180	0
23152	Exome OQFE variant call file (VCF) indices - interim 200k release	0	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome FE variant calls indices <p> Supercedes SPB and FE pipelines.	2020-07-05	2020-09-20	200624	200624	190	0
23153	Exome OQFE CRAM files - interim 200k release	0	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome OQFE CRAM files <p> Supercedes SPB and FE pipelines. <p> Total size of files is approximately 175TB for 200,000 participants.	2020-07-05	2020-08-24	200623	200623	200	0
23154	Exome OQFE CRAM indices - interim 200k release	0	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome OQFE CRAM indices <p> Supercedes SPB and FE pipelines.	2020-07-05	2020-08-24	200624	200624	210	0
23155	Population level exome OQFE variants, PLINK format - interim 200k release	0	2	0	11	0	30	3	0	0	0	blocks	170	0	0	0	0	0	0	Population level exome OQFE variants, PLINK format Total size of files is approximately 1TB for 200,000 participants. <p> Data can be retrieved using the gfetch utility. Use command <p> gfetch 23155 -cP <p> where P is the chromosome. To fetch the corresponding Application-specific fam file use the command <p> gfetch 23155 -cP -m	2020-09-28	2020-10-20	200624	200624	160	0
23156	Population level exome OQFE variants, pVCF format - interim 200k release	0	2	0	11	0	30	3	0	0	0	blocks	170	0	0	0	0	0	0	Population level exome OQFE variants, pVCF format Total size of files is approximately 7TB for 200,000 participants. <p> Data can be retrieved using the gfetch utility. See ~R837~ to identify which file houses particular loci (chromosomes are split across multiple blocks). Use command <p> gfetch 23156 -cP -bQ <p> where P is the chromosome and Q is the block index.	2020-09-28	2020-10-20	200624	200624	170	0
23160	Population-level FE variants, PLINK format - initial 50k release	0	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Population-level FE variant results encoded in PLINK format. To download this information use the ukbgene utility with the command <pre> ukbgene efe -c1 </pre> <p>using any recent valid keyfile for the Application. The associated fam files can be downloaded with the command <pre> ukbgene efe -c1 -m </pre> <p> Note that, unlike the genotyped and imputed information, all of the data for the whole genome is stored in a single file with properties: <p>Size: 111905503923 Bytes. <br>MD5: a5a922cd24a79774c715f91684731e49 <p>The corresponding bim file is available as ~R1534~.	2019-03-01	2019-03-11	49986	49986	220	1
23161	Exome FE variant call files (VCFs) - initial 50k release	0	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome FE variant call files (VCFs). <p> These files are typically around 45MB per participant. <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-03-01	2019-03-08	49986	49986	230	1
23162	Exome FE variant calls indices - initial 50k release	0	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	Exome FE variant calls indices <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-03-01	2019-03-08	49986	49986	240	1
23163	Exome FE CRAM files - initial 50k release	0	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	Exome FE CRAM files <p> These files are typically around 2GB per participant. <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-03-01	2019-03-22	49986	49986	250	1
23164	Exome FE CRAM indices - initial 50k release	0	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	Exome FE CRAM indices <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-03-01	2019-03-22	49986	49986	260	1
23165	Blood-type haplotype	0	0	0	21	41	0	3	0	0	0		264	169	0	0	0	0	0	Blood type was imputed for genotyped UK Biobank participants using three SNPs (rs505922, rs8176719, and rs8176746) in the ABO gene on chromosome 9q34.2. <p> rs8176719 deletion was taken as indicative of haplotype O; <br>For participants with no result for rs8176719, rs505922 of T was used to indicate type O. <br>Type B was indicated by T at rs8176746. <p> This was developed from the methodology of: <ul> <li>Melzer et al 2008 (https://doi.org/10.1371/journal.pgen.1000072)</li> <li>Pare et al 2008 (https:// doi.org/10.1371/journal.pgen.1000118)</li> <li>Wolpin et al 2010 (https:// doi.org/10.1158/0008-5472.CAN-09-2993)</li> <li>Groot et al 2020 (https://doi.org/10.1161/ATVBAHA.119.313658)</li> </ul>	2020-07-03	2020-07-03	487536	487536	0	0
23170	INVALID Population-level SPB variants, PLINK format	4	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	This dataset was withdrawn in late 2019 after defects were discovered. <p> Population-level SPB variant results encoded in PLINK format. To download this information use the ukbgene utility with the command <pre> ukbgene evc -c1 </pre> <p>using any recent valid keyfile for the Application. The associated fam files can be downloaded with the command <pre> ukbgene evc -c1 -m </pre> <p> Note that, unlike the genotyped and imputed information, all of the data for the whole genome is stored in a single file with properties: <p>Size: 130504562763 Bytes <br>MD5: ed7335777fc5128978cdb314957131ce <p> The corresponding bim file is available as ~R910~.	2019-02-08	2019-03-11	49986	49986	230	1
23171	INVALID Exome SPB variant call files (VCFs)	4	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	This dataset was withdrawn in late 2019 after defects were discovered. <p> Exome SPB variant call files (VCFs) <p> These files are typically around 70MB per participant. <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2018-07-02	2018-07-09	49986	49986	240	1
23172	INVALID Exome SPB variant calls indices	4	2	0	41	0	20	3	0	0	0		170	0	0	0	0	0	0	This dataset was withdrawn in late 2019 after defects were discovered. <p> Variant calls indices <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2018-07-02	2018-07-09	49986	49986	250	1
23173	INVALID Exome SPB CRAM files	4	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	This dataset was withdrawn in late 2019 after defects were discovered. <p> Exome SPB CRAM files <p> These files are typically around 800MB per participant. <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2018-07-02	2018-07-09	49986	49986	260	1
23174	INVALID Exome SPB CRAM indices	4	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	This dataset was withdrawn in late 2019 after defects were discovered. <p> CRAM indices <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2018-07-02	2018-07-09	49986	49986	270	1
23176	Exome SPB variant call files (VCFs) - initial 50k release	0	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	Exome SPB variant call files (VCFs) <p> These files are typically around 70MB per participant. <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-12-27	2020-01-25	49948	49948	270	0
23177	Exome SPB variant calls indices - initial 50k release	0	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	Variant calls indices <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-12-27	2020-01-25	49948	49948	280	0
23178	Exome SPB CRAM files - initial 50k release	0	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	Exome SPB CRAM files <p> These files are typically around 800MB per participant. <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-12-27	2020-01-25	49948	49948	290	0
23179	Exome SPB CRAM indices - initial 50k release	0	2	0	41	0	20	0	0	0	0		170	0	0	0	0	0	0	CRAM indices <p>Files are downloaded using the ukbfetch utility as described in ~R644~.	2019-12-27	2020-01-25	49948	49948	300	0
23181	BGI WGS CRAM files	0	0	0	41	0	20	0	0	1	0		181	0	0	0	0	0	1	This field contains the sequencing results returned by BGI during the proof-of-concept exercise for whole genome sequencing. Data has been mapped to GRCh38/HG38 and is made available in CRAM format	2018-07-03	2018-07-10	48	50	0	1
23182	BGI WGS CRAM indices	0	0	0	41	0	20	3	0	1	0		181	0	0	0	0	0	1	This field contains the CRAM indexes to the sequencing results returned by BGI during the proof-of-concept exercise for whole genome sequencing. Data has been mapped to GRCh38/HG38.	2018-07-03	2018-07-10	48	50	0	1
23183	Broad WGS CRAM files	0	0	0	41	0	20	0	0	1	0		182	0	0	0	0	0	1	This field contains the sequencing results returned by the Broad Institute during the proof-of-concept exercise for whole genome sequencing. Data has been mapped to GRCh38/HG38 and is made available in CRAM format	2018-08-13	2018-08-13	48	50	0	1
23184	Broad WGS CRAM indices	0	0	0	41	0	20	0	0	1	0		182	0	0	0	0	0	1	This field contains the CRAM indexes to the sequencing results returned by the BROAD Institute during the proof-of-concept exercise for whole genome sequencing. Data has been mapped to GRCh38/HG38.	2018-08-13	2018-08-13	48	50	0	1
23191	Whole genome variant call files (VCFs)	0	2	1	41	0	20	0	0	0	0		180	0	0	0	0	0	0	Whole genome variant call files (VCFs)	2020-07-05	2020-10-28	150092	150092	120	0
23192	Whole genome variant calls indices	0	2	1	41	0	20	0	0	0	0		180	0	0	0	0	0	0	Whole genome variant calls indices	2020-07-05	2020-10-28	150092	150092	130	0
23193	Whole genome CRAM files	0	2	1	41	0	20	0	0	0	0		180	0	0	0	0	0	0	Whole genome CRAM files	2020-07-05	2020-10-28	33562	33562	140	0
23194	Whole genome CRAM indices	0	2	1	41	0	20	0	0	0	0		180	0	0	0	0	0	0	Whole genome CRAM indices	2020-07-05	2020-10-28	33548	33548	150	0
23195	Whole genome GraphTyper joint call pVCF	0	2	1	11	0	30	0	0	0	0	blocks	180	4982	0	0	0	0	0	Whole genome graph-typer	2020-09-29	2020-10-20	150092	150092	110	0
23196	Whole genome GATK joint call pVCF	0	2	1	11	0	30	0	0	0	0	blocks	180	4982	0	0	0	0	0	Whole genome, joint call pVCFS	2020-09-29	2020-10-20	150092	150092	100	0
23197	BQSR - GATK BaseRecalibrator	0	2	1	11	0	30	1	0	0	0		180	0	0	0	0	0	0	BQSR - GATK BaseRecalibrator	2020-10-15	2000-01-01	-1	-1	180	0
23198	Sample Contamination (ReadHaps)	0	2	1	11	0	30	1	0	0	0		180	0	0	0	0	0	0	Sample Contamination (ReadHaps)	2020-10-15	2000-01-01	-1	-1	240	0
23199	Genotype Concordance - Contingency Metrics	0	2	1	11	0	30	0	0	0	0		180	0	0	0	0	0	0	Genotype Concordance Contingency Metrics	2020-10-15	2000-01-01	-1	-1	210	0
23200	L1-L4 area	0	2	0	31	0	0	0	1	0	0	cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39037	40680	470	0
23201	L1-L4 average height	0	2	0	31	0	0	0	1	0	0	cm	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39037	40680	480	0
23202	L1-L4 average width	0	2	0	31	0	0	0	1	0	0	cm	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39037	40680	490	0
23203	L1-L4 BMC (bone mineral content)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39037	40680	600	0
23204	L1-L4 BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39037	40680	610	0
23205	L1-L4 BMD (bone mineral density) T-score	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39020	40663	620	0
23206	Femur lower neck BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	7823	7823	240	0
23207	Femur lower neck BMD (bone mineral density) T-score (right)	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	0	0	0	0	Value output by DXA system	2015-09-16	2000-01-01	-1	-1	280	0
23208	Femur neck BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39629	41338	320	0
23209	Femur neck BMD (bone mineral density) T-score (right)	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39609	41318	340	0
23210	Femur shaft BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39548	41254	360	0
23211	Femur shaft BMD (bone mineral density) T-score (right)	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	0	0	0	0	Value output by DXA system	2015-09-16	2000-01-01	-1	-1	380	0
23212	Femur total BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39548	41254	400	0
23213	Femur total BMD (bone mineral density) T-score (right)	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39530	41236	420	0
23214	Femur troch BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39629	41338	440	0
23215	Femur troch BMD (bone mineral density) T-score (right)	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39604	41313	460	0
23216	Femur upper neck BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	7823	7823	510	0
23217	Femur upper neck BMD (bone mineral density) T-score (right)	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	7810	7810	530	0
23218	Femur wards BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39629	41338	550	0
23219	Femur wards BMD (bone mineral density) T-score (right)	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	39605	41313	570	0
23220	Arm BMC (bone mineral content) (left)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15039	15174	100	0
23221	Arm BMD (bone mineral density) (left)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15039	15174	140	0
23222	Arm BMC (bone mineral content) (right)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15039	15174	120	0
23223	Arm BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15039	15174	160	0
23224	Arms BMC (bone mineral content)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41008	42755	180	0
23225	Arms BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41008	42755	200	0
23226	Head BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41008	42755	590	0
23227	Leg BMD (bone mineral density) (left)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15038	15173	650	0
23228	Leg BMC (bone mineral content) (right)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15038	15173	640	0
23229	Leg BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15038	15173	660	0
23230	Legs BMC (bone mineral content)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41007	42754	670	0
23231	Legs BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41007	42754	680	0
23232	Pelvis BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41007	42754	700	0
23233	Ribs BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41008	42755	720	0
23234	Spine BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41008	42755	740	0
23235	Total BMC (bone mineral content)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41007	42754	750	0
23236	Total BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41007	42754	760	0
23237	Total BMD (bone mineral density) (left)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15038	15173	770	0
23238	Total BMD (bone mineral density) (right)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	15038	15173	780	0
23239	Total BMD (bone mineral density) T-score	0	2	0	31	0	0	0	1	0	0	Std.Devs	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	40987	42733	790	0
23240	Trunk BMC (bone mineral content)	0	2	0	31	0	0	0	1	0	0	g	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41007	42754	800	0
23241	Trunk BMD (bone mineral density)	0	2	0	31	0	0	0	1	0	0	g/cm2	125	0	2	2	3	0	0	Value output by DXA system	2015-09-16	2020-12-09	41007	42754	810	0
